// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in F:\Eduardo\Documents\Code\C#\LambdaBenchmarks\LambdaBenchmarks\bin\Release\netcoreapp3.0\571e5fff-9808-42e1-9d1d-5908eafc1506
// command took 1.48s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in F:\Eduardo\Documents\Code\C#\LambdaBenchmarks\LambdaBenchmarks\bin\Release\netcoreapp3.0\571e5fff-9808-42e1-9d1d-5908eafc1506
// command took 2.52s and exited with 0
// ***** Done, took 00:00:04 (4.21 sec)   *****
// Found 2 benchmarks:
//   ContainsListInteger.LinqContains: DefaultJob
//   ContainsListInteger.PLinqContains: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ContainsListInteger.LinqContains: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "571e5fff-9808-42e1-9d1d-5908eafc1506.dll" --benchmarkName "ListBenchmarks.ContainsListInteger.LinqContains" --job "Default" --benchmarkId 0 in F:\Eduardo\Documents\Code\C#\LambdaBenchmarks\LambdaBenchmarks\bin\Release\netcoreapp3.0\571e5fff-9808-42e1-9d1d-5908eafc1506\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual   8: 4194304 op, 704248700.00 ns, 167.9060 ns/op
WorkloadActual   9: 4194304 op, 702901400.00 ns, 167.5848 ns/op
WorkloadActual  10: 4194304 op, 700166600.00 ns, 166.9327 ns/op
WorkloadActual  11: 4194304 op, 718137400.00 ns, 171.2173 ns/op
WorkloadActual  12: 4194304 op, 711737000.00 ns, 169.6913 ns/op
WorkloadActual  13: 4194304 op, 706822700.00 ns, 168.5197 ns/op
WorkloadActual  14: 4194304 op, 706589200.00 ns, 168.4640 ns/op
WorkloadActual  15: 4194304 op, 711597600.00 ns, 169.6581 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 707425500.00 ns, 168.6634 ns/op
WorkloadResult   2: 4194304 op, 701581300.00 ns, 167.2700 ns/op
WorkloadResult   3: 4194304 op, 690442300.00 ns, 164.6143 ns/op
WorkloadResult   4: 4194304 op, 692554500.00 ns, 165.1179 ns/op
WorkloadResult   5: 4194304 op, 701715000.00 ns, 167.3019 ns/op
WorkloadResult   6: 4194304 op, 694059500.00 ns, 165.4767 ns/op
WorkloadResult   7: 4194304 op, 708829500.00 ns, 168.9981 ns/op
WorkloadResult   8: 4194304 op, 695554200.00 ns, 165.8330 ns/op
WorkloadResult   9: 4194304 op, 694206900.00 ns, 165.5118 ns/op
WorkloadResult  10: 4194304 op, 691472100.00 ns, 164.8598 ns/op
WorkloadResult  11: 4194304 op, 709442900.00 ns, 169.1444 ns/op
WorkloadResult  12: 4194304 op, 703042500.00 ns, 167.6184 ns/op
WorkloadResult  13: 4194304 op, 698128200.00 ns, 166.4467 ns/op
WorkloadResult  14: 4194304 op, 697894700.00 ns, 166.3911 ns/op
WorkloadResult  15: 4194304 op, 702903100.00 ns, 167.5852 ns/op
GC:  0 0 0 0 0

// AfterAll

Mean = 166.7222 ns, StdErr = 0.3872 ns (0.23%); N = 15, StdDev = 1.4995 ns
Min = 164.6143 ns, Q1 = 165.4767 ns, Median = 166.4467 ns, Q3 = 167.6184 ns, Max = 169.1444 ns
IQR = 2.1417 ns, LowerFence = 162.2641 ns, UpperFence = 170.8310 ns
ConfidenceInterval = [165.1192 ns; 168.3252 ns] (CI 99.9%), Margin = 1.6030 ns (0.96% of Mean)
Skewness = 0.21, Kurtosis = 1.59, MValue = 2

// **************************
// Benchmark: ContainsListInteger.PLinqContains: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "571e5fff-9808-42e1-9d1d-5908eafc1506.dll" --benchmarkName "ListBenchmarks.ContainsListInteger.PLinqContains" --job "Default" --benchmarkId 1 in F:\Eduardo\Documents\Code\C#\LambdaBenchmarks\LambdaBenchmarks\bin\Release\netcoreapp3.0\571e5fff-9808-42e1-9d1d-5908eafc1506\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 289300.00 ns, 289.3000 us/op
WorkloadJitting  1: 1 op, 19989200.00 ns, 19.9892 ms/op

OverheadJitting  2: 16 op, 297100.00 ns, 18.5688 us/op
WorkloadJitting  2: 16 op, 853800.00 ns, 53.3625 us/op

WorkloadPilot    1: 16 op, 355600.00 ns, 22.2250 us/op
WorkloadPilot    2: 32 op, 720400.00 ns, 22.5125 us/op
WorkloadPilot    3: 64 op, 1363300.00 ns, 21.3016 us/op
WorkloadPilot    4: 128 op, 2703600.00 ns, 21.1219 us/op
WorkloadPilot    5: 256 op, 5427600.00 ns, 21.2016 us/op
WorkloadPilot    6: 512 op, 10710800.00 ns, 20.9195 us/op
WorkloadPilot    7: 1024 op, 20901200.00 ns, 20.4113 us/op
WorkloadPilot    8: 2048 op, 41090700.00 ns, 20.0638 us/op
WorkloadPilot    9: 4096 op, 83287500.00 ns, 20.3339 us/op
WorkloadPilot   10: 8192 op, 164289800.00 ns, 20.0549 us/op
WorkloadPilot   11: 16384 op, 333671700.00 ns, 20.3657 us/op
WorkloadPilot   12: 32768 op, 649555900.00 ns, 19.8229 us/op

OverheadWarmup   1: 32768 op, 70600.00 ns, 2.1545 ns/op
OverheadWarmup   2: 32768 op, 68000.00 ns, 2.0752 ns/op
OverheadWarmup   3: 32768 op, 67900.00 ns, 2.0721 ns/op
OverheadWarmup   4: 32768 op, 67800.00 ns, 2.0691 ns/op
OverheadWarmup   5: 32768 op, 67900.00 ns, 2.0721 ns/op
OverheadWarmup   6: 32768 op, 67900.00 ns, 2.0721 ns/op
OverheadWarmup   7: 32768 op, 73000.00 ns, 2.2278 ns/op
OverheadWarmup   8: 32768 op, 67800.00 ns, 2.0691 ns/op

OverheadActual   1: 32768 op, 68000.00 ns, 2.0752 ns/op
OverheadActual   2: 32768 op, 68000.00 ns, 2.0752 ns/op
OverheadActual   3: 32768 op, 67900.00 ns, 2.0721 ns/op
OverheadActual   4: 32768 op, 68000.00 ns, 2.0752 ns/op
OverheadActual   5: 32768 op, 67900.00 ns, 2.0721 ns/op
OverheadActual   6: 32768 op, 67800.00 ns, 2.0691 ns/op
OverheadActual   7: 32768 op, 67800.00 ns, 2.0691 ns/op
OverheadActual   8: 32768 op, 67800.00 ns, 2.0691 ns/op
OverheadActual   9: 32768 op, 67800.00 ns, 2.0691 ns/op
OverheadActual  10: 32768 op, 67900.00 ns, 2.0721 ns/op
OverheadActual  11: 32768 op, 67800.00 ns, 2.0691 ns/op
OverheadActual  12: 32768 op, 68100.00 ns, 2.0782 ns/op
OverheadActual  13: 32768 op, 68000.00 ns, 2.0752 ns/op
OverheadActual  14: 32768 op, 67900.00 ns, 2.0721 ns/op
OverheadActual  15: 32768 op, 67800.00 ns, 2.0691 ns/op

WorkloadWarmup   1: 32768 op, 613354800.00 ns, 18.7181 us/op
WorkloadWarmup   2: 32768 op, 587633000.00 ns, 17.9331 us/op
WorkloadWarmup   3: 32768 op, 594341000.00 ns, 18.1378 us/op
WorkloadWarmup   4: 32768 op, 590406100.00 ns, 18.0178 us/op
WorkloadWarmup   5: 32768 op, 587124800.00 ns, 17.9176 us/op
WorkloadWarmup   6: 32768 op, 584789100.00 ns, 17.8463 us/op
WorkloadWarmup   7: 32768 op, 588430900.00 ns, 17.9575 us/op
WorkloadWarmup   8: 32768 op, 588774000.00 ns, 17.9680 us/op
WorkloadWarmup   9: 32768 op, 584210700.00 ns, 17.8287 us/op

// BeforeActualRun
WorkloadActual   1: 32768 op, 589069700.00 ns, 17.9770 us/op
WorkloadActual   2: 32768 op, 585869900.00 ns, 17.8793 us/op
WorkloadActual   3: 32768 op, 583764000.00 ns, 17.8151 us/op
WorkloadActual   4: 32768 op, 588233500.00 ns, 17.9515 us/op
WorkloadActual   5: 32768 op, 589868600.00 ns, 18.0014 us/op
WorkloadActual   6: 32768 op, 589279300.00 ns, 17.9834 us/op
WorkloadActual   7: 32768 op, 586843000.00 ns, 17.9090 us/op
WorkloadActual   8: 32768 op, 586624000.00 ns, 17.9023 us/op
WorkloadActual   9: 32768 op, 583475300.00 ns, 17.8063 us/op
WorkloadActual  10: 32768 op, 588783900.00 ns, 17.9683 us/op
WorkloadActual  11: 32768 op, 558335400.00 ns, 17.0390 us/op
WorkloadActual  12: 32768 op, 586591500.00 ns, 17.9014 us/op
WorkloadActual  13: 32768 op, 587842400.00 ns, 17.9395 us/op
WorkloadActual  14: 32768 op, 396221700.00 ns, 12.0917 us/op
WorkloadActual  15: 32768 op, 557765300.00 ns, 17.0216 us/op
WorkloadActual  16: 32768 op, 585625600.00 ns, 17.8719 us/op
WorkloadActual  17: 32768 op, 585962600.00 ns, 17.8822 us/op
WorkloadActual  18: 32768 op, 590722100.00 ns, 18.0274 us/op
WorkloadActual  19: 32768 op, 591029800.00 ns, 18.0368 us/op
WorkloadActual  20: 32768 op, 588803800.00 ns, 17.9689 us/op
WorkloadActual  21: 32768 op, 585020400.00 ns, 17.8534 us/op
WorkloadActual  22: 32768 op, 589751900.00 ns, 17.9978 us/op
WorkloadActual  23: 32768 op, 584746500.00 ns, 17.8450 us/op
WorkloadActual  24: 32768 op, 592491500.00 ns, 18.0814 us/op
WorkloadActual  25: 32768 op, 584738100.00 ns, 17.8448 us/op
WorkloadActual  26: 32768 op, 592403300.00 ns, 18.0787 us/op
WorkloadActual  27: 32768 op, 584741000.00 ns, 17.8449 us/op
WorkloadActual  28: 32768 op, 589346300.00 ns, 17.9854 us/op
WorkloadActual  29: 32768 op, 584221400.00 ns, 17.8290 us/op
WorkloadActual  30: 32768 op, 546081400.00 ns, 16.6651 us/op
WorkloadActual  31: 32768 op, 394134800.00 ns, 12.0280 us/op
WorkloadActual  32: 32768 op, 421341700.00 ns, 12.8583 us/op
WorkloadActual  33: 32768 op, 584435900.00 ns, 17.8356 us/op
WorkloadActual  34: 32768 op, 583555500.00 ns, 17.8087 us/op
WorkloadActual  35: 32768 op, 588091100.00 ns, 17.9471 us/op
WorkloadActual  36: 32768 op, 591979800.00 ns, 18.0658 us/op
WorkloadActual  37: 32768 op, 585254800.00 ns, 17.8606 us/op
WorkloadActual  38: 32768 op, 580087000.00 ns, 17.7029 us/op
WorkloadActual  39: 32768 op, 585440300.00 ns, 17.8662 us/op
WorkloadActual  40: 32768 op, 582425900.00 ns, 17.7742 us/op
WorkloadActual  41: 32768 op, 587992800.00 ns, 17.9441 us/op
WorkloadActual  42: 32768 op, 585680300.00 ns, 17.8735 us/op
WorkloadActual  43: 32768 op, 584578900.00 ns, 17.8399 us/op
WorkloadActual  44: 32768 op, 582787200.00 ns, 17.7853 us/op
WorkloadActual  45: 32768 op, 587070300.00 ns, 17.9160 us/op
WorkloadActual  46: 32768 op, 587782900.00 ns, 17.9377 us/op
WorkloadActual  47: 32768 op, 586006200.00 ns, 17.8835 us/op
WorkloadActual  48: 32768 op, 586644400.00 ns, 17.9030 us/op
WorkloadActual  49: 32768 op, 585216600.00 ns, 17.8594 us/op
WorkloadActual  50: 32768 op, 586193400.00 ns, 17.8892 us/op
WorkloadActual  51: 32768 op, 588453100.00 ns, 17.9582 us/op
WorkloadActual  52: 32768 op, 584964400.00 ns, 17.8517 us/op
WorkloadActual  53: 32768 op, 581138400.00 ns, 17.7349 us/op
WorkloadActual  54: 32768 op, 585133500.00 ns, 17.8569 us/op
WorkloadActual  55: 32768 op, 588620300.00 ns, 17.9633 us/op
WorkloadActual  56: 32768 op, 582177100.00 ns, 17.7666 us/op
WorkloadActual  57: 32768 op, 587760100.00 ns, 17.9370 us/op
WorkloadActual  58: 32768 op, 588405500.00 ns, 17.9567 us/op
WorkloadActual  59: 32768 op, 586919100.00 ns, 17.9113 us/op
WorkloadActual  60: 32768 op, 590483400.00 ns, 18.0201 us/op
WorkloadActual  61: 32768 op, 590230300.00 ns, 18.0124 us/op
WorkloadActual  62: 32768 op, 588500900.00 ns, 17.9596 us/op
WorkloadActual  63: 32768 op, 578962000.00 ns, 17.6685 us/op
WorkloadActual  64: 32768 op, 588673900.00 ns, 17.9649 us/op
WorkloadActual  65: 32768 op, 590263600.00 ns, 18.0134 us/op
WorkloadActual  66: 32768 op, 589127900.00 ns, 17.9788 us/op
WorkloadActual  67: 32768 op, 584050000.00 ns, 17.8238 us/op
WorkloadActual  68: 32768 op, 587865500.00 ns, 17.9402 us/op
WorkloadActual  69: 32768 op, 588014000.00 ns, 17.9448 us/op
WorkloadActual  70: 32768 op, 590970600.00 ns, 18.0350 us/op
WorkloadActual  71: 32768 op, 585774700.00 ns, 17.8764 us/op
WorkloadActual  72: 32768 op, 586476900.00 ns, 17.8979 us/op
WorkloadActual  73: 32768 op, 592824200.00 ns, 18.0916 us/op
WorkloadActual  74: 32768 op, 589052300.00 ns, 17.9764 us/op
WorkloadActual  75: 32768 op, 590331600.00 ns, 18.0155 us/op
WorkloadActual  76: 32768 op, 590888600.00 ns, 18.0325 us/op
WorkloadActual  77: 32768 op, 589145400.00 ns, 17.9793 us/op
WorkloadActual  78: 32768 op, 587123300.00 ns, 17.9176 us/op
WorkloadActual  79: 32768 op, 590520200.00 ns, 18.0212 us/op
WorkloadActual  80: 32768 op, 588766800.00 ns, 17.9677 us/op
WorkloadActual  81: 32768 op, 585148100.00 ns, 17.8573 us/op
WorkloadActual  82: 32768 op, 584860300.00 ns, 17.8485 us/op
WorkloadActual  83: 32768 op, 584050800.00 ns, 17.8238 us/op
WorkloadActual  84: 32768 op, 586127500.00 ns, 17.8872 us/op
WorkloadActual  85: 32768 op, 588635600.00 ns, 17.9637 us/op
WorkloadActual  86: 32768 op, 578121800.00 ns, 17.6429 us/op
WorkloadActual  87: 32768 op, 591228600.00 ns, 18.0429 us/op
WorkloadActual  88: 32768 op, 588650700.00 ns, 17.9642 us/op
WorkloadActual  89: 32768 op, 424298300.00 ns, 12.9486 us/op
WorkloadActual  90: 32768 op, 588437400.00 ns, 17.9577 us/op
WorkloadActual  91: 32768 op, 586718100.00 ns, 17.9052 us/op
WorkloadActual  92: 32768 op, 584992000.00 ns, 17.8525 us/op
WorkloadActual  93: 32768 op, 591727600.00 ns, 18.0581 us/op
WorkloadActual  94: 32768 op, 582044700.00 ns, 17.7626 us/op
WorkloadActual  95: 32768 op, 407168700.00 ns, 12.4258 us/op
WorkloadActual  96: 32768 op, 394334500.00 ns, 12.0341 us/op
WorkloadActual  97: 32768 op, 587375200.00 ns, 17.9253 us/op
WorkloadActual  98: 32768 op, 584453800.00 ns, 17.8361 us/op
WorkloadActual  99: 32768 op, 587461300.00 ns, 17.9279 us/op
WorkloadActual  100: 32768 op, 584562400.00 ns, 17.8394 us/op

// AfterActualRun
WorkloadResult   1: 32768 op, 589001800.00 ns, 17.9749 us/op
WorkloadResult   2: 32768 op, 585802000.00 ns, 17.8773 us/op
WorkloadResult   3: 32768 op, 583696100.00 ns, 17.8130 us/op
WorkloadResult   4: 32768 op, 588165600.00 ns, 17.9494 us/op
WorkloadResult   5: 32768 op, 589800700.00 ns, 17.9993 us/op
WorkloadResult   6: 32768 op, 589211400.00 ns, 17.9813 us/op
WorkloadResult   7: 32768 op, 586775100.00 ns, 17.9070 us/op
WorkloadResult   8: 32768 op, 586556100.00 ns, 17.9003 us/op
WorkloadResult   9: 32768 op, 583407400.00 ns, 17.8042 us/op
WorkloadResult  10: 32768 op, 588716000.00 ns, 17.9662 us/op
WorkloadResult  11: 32768 op, 558267500.00 ns, 17.0370 us/op
WorkloadResult  12: 32768 op, 586523600.00 ns, 17.8993 us/op
WorkloadResult  13: 32768 op, 587774500.00 ns, 17.9375 us/op
WorkloadResult  14: 32768 op, 396153800.00 ns, 12.0897 us/op
WorkloadResult  15: 32768 op, 557697400.00 ns, 17.0196 us/op
WorkloadResult  16: 32768 op, 585557700.00 ns, 17.8698 us/op
WorkloadResult  17: 32768 op, 585894700.00 ns, 17.8801 us/op
WorkloadResult  18: 32768 op, 590654200.00 ns, 18.0253 us/op
WorkloadResult  19: 32768 op, 590961900.00 ns, 18.0347 us/op
WorkloadResult  20: 32768 op, 588735900.00 ns, 17.9668 us/op
WorkloadResult  21: 32768 op, 584952500.00 ns, 17.8513 us/op
WorkloadResult  22: 32768 op, 589684000.00 ns, 17.9957 us/op
WorkloadResult  23: 32768 op, 584678600.00 ns, 17.8430 us/op
WorkloadResult  24: 32768 op, 592423600.00 ns, 18.0793 us/op
WorkloadResult  25: 32768 op, 584670200.00 ns, 17.8427 us/op
WorkloadResult  26: 32768 op, 592335400.00 ns, 18.0766 us/op
WorkloadResult  27: 32768 op, 584673100.00 ns, 17.8428 us/op
WorkloadResult  28: 32768 op, 589278400.00 ns, 17.9833 us/op
WorkloadResult  29: 32768 op, 584153500.00 ns, 17.8270 us/op
WorkloadResult  30: 32768 op, 546013500.00 ns, 16.6630 us/op
WorkloadResult  31: 32768 op, 394066900.00 ns, 12.0260 us/op
WorkloadResult  32: 32768 op, 421273800.00 ns, 12.8563 us/op
WorkloadResult  33: 32768 op, 584368000.00 ns, 17.8335 us/op
WorkloadResult  34: 32768 op, 583487600.00 ns, 17.8066 us/op
WorkloadResult  35: 32768 op, 588023200.00 ns, 17.9450 us/op
WorkloadResult  36: 32768 op, 591911900.00 ns, 18.0637 us/op
WorkloadResult  37: 32768 op, 585186900.00 ns, 17.8585 us/op
WorkloadResult  38: 32768 op, 580019100.00 ns, 17.7008 us/op
WorkloadResult  39: 32768 op, 585372400.00 ns, 17.8641 us/op
WorkloadResult  40: 32768 op, 582358000.00 ns, 17.7722 us/op
WorkloadResult  41: 32768 op, 587924900.00 ns, 17.9420 us/op
WorkloadResult  42: 32768 op, 585612400.00 ns, 17.8715 us/op
WorkloadResult  43: 32768 op, 584511000.00 ns, 17.8379 us/op
WorkloadResult  44: 32768 op, 582719300.00 ns, 17.7832 us/op
WorkloadResult  45: 32768 op, 587002400.00 ns, 17.9139 us/op
WorkloadResult  46: 32768 op, 587715000.00 ns, 17.9356 us/op
WorkloadResult  47: 32768 op, 585938300.00 ns, 17.8814 us/op
WorkloadResult  48: 32768 op, 586576500.00 ns, 17.9009 us/op
WorkloadResult  49: 32768 op, 585148700.00 ns, 17.8573 us/op
WorkloadResult  50: 32768 op, 586125500.00 ns, 17.8871 us/op
WorkloadResult  51: 32768 op, 588385200.00 ns, 17.9561 us/op
WorkloadResult  52: 32768 op, 584896500.00 ns, 17.8496 us/op
WorkloadResult  53: 32768 op, 581070500.00 ns, 17.7329 us/op
WorkloadResult  54: 32768 op, 585065600.00 ns, 17.8548 us/op
WorkloadResult  55: 32768 op, 588552400.00 ns, 17.9612 us/op
WorkloadResult  56: 32768 op, 582109200.00 ns, 17.7646 us/op
WorkloadResult  57: 32768 op, 587692200.00 ns, 17.9349 us/op
WorkloadResult  58: 32768 op, 588337600.00 ns, 17.9546 us/op
WorkloadResult  59: 32768 op, 586851200.00 ns, 17.9093 us/op
WorkloadResult  60: 32768 op, 590415500.00 ns, 18.0181 us/op
WorkloadResult  61: 32768 op, 590162400.00 ns, 18.0103 us/op
WorkloadResult  62: 32768 op, 588433000.00 ns, 17.9576 us/op
WorkloadResult  63: 32768 op, 578894100.00 ns, 17.6664 us/op
WorkloadResult  64: 32768 op, 588606000.00 ns, 17.9628 us/op
WorkloadResult  65: 32768 op, 590195700.00 ns, 18.0113 us/op
WorkloadResult  66: 32768 op, 589060000.00 ns, 17.9767 us/op
WorkloadResult  67: 32768 op, 583982100.00 ns, 17.8217 us/op
WorkloadResult  68: 32768 op, 587797600.00 ns, 17.9382 us/op
WorkloadResult  69: 32768 op, 587946100.00 ns, 17.9427 us/op
WorkloadResult  70: 32768 op, 590902700.00 ns, 18.0329 us/op
WorkloadResult  71: 32768 op, 585706800.00 ns, 17.8744 us/op
WorkloadResult  72: 32768 op, 586409000.00 ns, 17.8958 us/op
WorkloadResult  73: 32768 op, 592756300.00 ns, 18.0895 us/op
WorkloadResult  74: 32768 op, 588984400.00 ns, 17.9744 us/op
WorkloadResult  75: 32768 op, 590263700.00 ns, 18.0134 us/op
WorkloadResult  76: 32768 op, 590820700.00 ns, 18.0304 us/op
WorkloadResult  77: 32768 op, 589077500.00 ns, 17.9772 us/op
WorkloadResult  78: 32768 op, 587055400.00 ns, 17.9155 us/op
WorkloadResult  79: 32768 op, 590452300.00 ns, 18.0192 us/op
WorkloadResult  80: 32768 op, 588698900.00 ns, 17.9657 us/op
WorkloadResult  81: 32768 op, 585080200.00 ns, 17.8552 us/op
WorkloadResult  82: 32768 op, 584792400.00 ns, 17.8464 us/op
WorkloadResult  83: 32768 op, 583982900.00 ns, 17.8217 us/op
WorkloadResult  84: 32768 op, 586059600.00 ns, 17.8851 us/op
WorkloadResult  85: 32768 op, 588567700.00 ns, 17.9617 us/op
WorkloadResult  86: 32768 op, 578053900.00 ns, 17.6408 us/op
WorkloadResult  87: 32768 op, 591160700.00 ns, 18.0408 us/op
WorkloadResult  88: 32768 op, 588582800.00 ns, 17.9621 us/op
WorkloadResult  89: 32768 op, 424230400.00 ns, 12.9465 us/op
WorkloadResult  90: 32768 op, 588369500.00 ns, 17.9556 us/op
